tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***35791,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1104,AT,3030 BIRCHMOUNT RD,,,ON
***21576,20100103,8,STD VEH HWY PROHIB TIME/DAY,60,1105,NR,200 KING ST E,,,ON
***51002,20100103,2,PARK LONGER THAN 3 HOURS,15,1105,NR,170 GALLOWAY RD,,,ON
***35792,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1106,AT,3030 BIRCHMOUNT RD,,,ON
***35793,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1107,AT,3030 BIRCHMOUNT RD,,,ON
***69676,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1108,,7743 VICTORIA PK AV,,,NY
***66669,20100103,5,PARK HWY PROHIBED TIME/DAY,40,1108,NR,14 WOODINGTON AVE,,,ON
***21577,20100103,5,PARK HWY PROHIBED TIME/DAY,40,1108,NR,161 FREDERICK ST,,,ON
***28170,20100103,5,PARK HWY PROHIBED TIME/DAY,40,1108,NR,20 BRIGHTON AVE,,,ON
***35794,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1108,AT,3030 BIRCHMOUNT RD,,,ON
***51003,20100103,2,PARK LONGER THAN 3 HOURS,15,1108,NR,228 GALLOWAY RD,,,ON
***73823,20100103,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1108,NR,174 FAIRGLEN AVE,,,ON
***87234,20100103,5,PARK-HWY PROHIB TIMES/DAYS,40,1108,OPP,12 OLD PARK RD,,,ON
***66670,20100103,5,PARK HWY PROHIBED TIME/DAY,40,1109,OPP,14 WOODINGTON AVE,,,ON
***35795,20100103,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1109,AT,3030 BIRCHMOUNT RD,,,ON
***79821,20100103,5,PARK HWY PROHIBITED TIMES/DAYS,40,1109,NR,250 TWELFTH ST,,,ON
***51004,20100103,2,PARK LONGER THAN 3 HOURS,15,1110,NR,228 GALLOWAY RD,,,ON
***51005,20100103,2,PARK LONGER THAN 3 HOURS,15,1110,NR,228 GALLOWAY RD,,,ON
***21578,20100103,5,PARK HWY PROHIBED TIME/DAY,40,1111,NR,62 GEORGE ST,,,ON
